area,0,1,2,3,4,5,6,7,8,9,10
0011,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869,0.3064292100759869
0012,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924,0.1392669752332924
0013,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218,0.20569405359058218
0014,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368,0.2724602064986368
0015,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989,0.2424195478571989
0016,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858,0.322113101029858
0017,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924,0.2673039534909924
0018,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951,0.2857921587047951
0019,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228,0.3285274563803228
0020,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715,0.33979846818276715
0021,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924,0.29074663766320924
0022,0.25877032748597767,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0023,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837,0.3642044943873837
0024,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523,0.3077927132319523
0025,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397,0.33104830238239397
0026,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594,0.40607613212714594
0027,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785,0.3754483695013785
0028,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279,0.3984543495198279
0029,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195,0.3195065706080195
0030,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414,0.43274055186536414
0031,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776,0.23587671068868776
0032,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996,0.31918952932643996
0033,0.30208216626957823,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0034,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273,0.4784205608913273
0035,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618,0.3391202899394618
0036,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537,0.2545014051786537
0037,0.3944061764679045,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0038,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727,0.3205264605998727
0039,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117,0.14450717237072117
0040,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312,0.19864472469276312
0041,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676,0.19061442346063676
0042,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569,0.5920364238815569
0043,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897,0.41454475201151897
0044,0.26039300224182566,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0045,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034,0.3959632067729034
0046,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209,0.416248804255209
0047,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767,0.22921484046202767
0048,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576,0.2191197961539576
0050,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496,0.30318611892994496
0051,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291,0.3521372358668291
0052,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118,0.09214454006363118
0053,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651,0.2982762842542651
0054,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684,0.28874219451630684
0055,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855,0.40437276119186855
0056,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344,0.3829190307717344
0057,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576,0.392609089618576
0058,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439,0.2663044259554439
0059,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801,0.2508248448766801
0060,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057,0.1491605722558057
0061,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677,0.41176642295395677
0062,0.39561790851235523,0.4567643742131137,0.40138244185532307,0.4084412239129953,0.4187034298987884,0.4180036640806857,0.41753676664907513,0.4181738576147135,0.42378621058384597,0.42444810341394834,0.42445183068243836
0064,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607,0.3122161456460607
0065,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673,0.38200866419007673
0066,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634,0.4235636337663634
0067,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875,0.27456651544391875
0068,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726,0.35654445332288726
0069,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386,0.38074678571154386
0070,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102,0.3138453740254102
0071,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826,0.34212432701030826
0072,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386,0.29936551296506386
0073,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295,0.5515648047916295
0074,0.40113893562822517,0.4513146214830727,0.4007384896975108,0.40651485162377826,0.41376479685304074,0.41266454314537354,0.4111428833233247,0.4112019340062389,0.41185988703354864,0.4119801914179848,0.41198086450270927
0075,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528,0.4178623022706528
0076,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187,0.32115432641950187
0077,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833,0.2983291385686833
0078,0.27878542409045914,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0079,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148,0.2840499748967148
0080,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012,0.17102212794466012
0081,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524,0.38223977722438524
0082,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034,0.34782551615598034
0083,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991,0.2062955499443991
0084,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495,0.3372919517781495
0085,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884,0.3252932074259884
0086,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516,0.35689085569390516
0087,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184,0.26735928617227184
0088,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614,0.3683479713008614
0089,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177,0.25331170191337177
0090,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233,0.1699097986630233
0091,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785,0.257172305517785
0092,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862,0.13866694188106862
0093,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389,0.2712527501062389
0094,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806,0.1519976983477806
0095,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835,0.24580336050731835
0096,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204,0.3446150847193204
0097,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687,0.4390858701667687
0098,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924,0.37168432665720924
0099,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637,0.33164187737954637
0100,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144,0.3603037317933144
0101,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435,0.30343982585659435
0102,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147,0.28975745725020147
0103,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864,0.4631707886127864
0105,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346,0.29318580535247346
0106,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557,0.20171034542024557
0107,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411,0.3076251276711411
0108,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932,0.3271130435658932
0109,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395,0.31376317976229395
0110,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747,0.2397578785986747
0111,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422,0.2877292689399422
0112,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507,0.13293683790854507
0113,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385,0.2522392709504385
0114,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226,0.23216315455957226
0115,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467,0.4078011253288467
0116,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657,0.4085858281677657
0117,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666,0.25924359750199666
0119,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065,0.4040756420995065
0120,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743,0.2865074255269743
0121,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195,0.27978906396343195
0122,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227,0.5150376269104227
0123,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681,0.4213725330334681
0124,0.20980676374802332,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0125,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709,0.1846841891007709
0127,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483,0.23285945147212483
0128,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408,0.300540716316408
0129,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708,0.2566606667111708
0130,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473,0.23862936917942473
0131,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397,0.29030391316703397
0132,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059,0.17854791904941059
0133,0.2527935152402204,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0134,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957,0.3598745015812957
0135,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513,0.45581950101638513
0136,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418,0.24573665633508418
0137,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615,0.24713862000412615
0138,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049,0.3082102813299049
0139,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803,0.2882232268111803
0140,0.29876895327669767,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0141,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711,0.2728119409894711
0142,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094,0.351054928952094
0143,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733,0.388512083820733
0144,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915,0.2678320460295915
0145,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334,0.3490481572697334
0146,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224,0.25376246138667224
0147,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307,0.3012137169890307
