FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3412379,3412379,,MULTIPOINT ((16.31658051014868 48.23140810663042)),Kreuzung zwischen Möhnergasse und Jeitnerweg,,10344695
STRASSENKNOTENOGD.3412380,3412380,,MULTIPOINT ((16.316189135657233 48.22997165963469)),Kreuzung zwischen Czartoryskigasse und Jeitnerweg,,10344696
STRASSENKNOTENOGD.3412381,3412381,,MULTIPOINT ((16.318952786407902 48.22962657043515)),Kreuzung auf Czartoryskigasse,,10344697
STRASSENKNOTENOGD.3412382,3412382,,MULTIPOINT ((16.3155510654567 48.23253376105645)),Kreuzung zwischen Herbeckstraße und Unbenannte Verkehrsfläche,,10344698
STRASSENKNOTENOGD.3412383,3412383,,MULTIPOINT ((16.322709848220658 48.22832579840116)),Kreuzung zwischen Wielemansgasse und Gillingerweg,,10344699
STRASSENKNOTENOGD.3412384,3412384,,MULTIPOINT ((16.33003830701626 48.23306962191057)),Kreuzung zwischen Severin-Schreiber-Gasse und Bäckenbrünnlgasse,,10344701
STRASSENKNOTENOGD.3412385,3412385,,MULTIPOINT ((16.31843591774462 48.23121962042154)),Kreuzung auf Möhnergasse,,10344702
STRASSENKNOTENOGD.3412386,3412386,,MULTIPOINT ((16.322406881191455 48.226819543667986)),Kreuzung auf Lazargasse,,10344703
STRASSENKNOTENOGD.3412387,3412387,,MULTIPOINT ((16.331745366882178 48.230112348024726)),Kreuzung auf Gentzgasse,,10344704
STRASSENKNOTENOGD.3412388,3412388,,MULTIPOINT ((16.326357317272574 48.228363965564924)),Kreuzung zwischen Czartoryskigasse und Salierigasse und Kurzböckgasse,,10344705
STRASSENKNOTENOGD.3412389,3412389,,MULTIPOINT ((16.3258164758149 48.22748132135028)),Kreuzung zwischen Wielemansgasse und Kurzböckgasse,,10344706
STRASSENKNOTENOGD.3412670,3412670,,MULTIPOINT ((16.357102455373116 48.232959179992896)),Kreuzung zwischen Josef-Holaubek-Platz und Nordbergbrücke,,10344988
STRASSENKNOTENOGD.3412671,3412671,,MULTIPOINT ((16.358425612324634 48.23317736731058)),Kreuzung zwischen Josef-Holaubek-Platz und Nordbergbrücke,,10344989
STRASSENKNOTENOGD.3412672,3412672,,MULTIPOINT ((16.361113180129127 48.23166336027289)),Kreuzung zwischen Spittelauer Lände und Nordbergbrücke,,10344990
STRASSENKNOTENOGD.3412673,3412673,,MULTIPOINT ((16.361681148594233 48.230596208572344)),Kreuzung zwischen Spittelauer Lände und Nordbergstraße und Nordbergbrücke,,10344991
STRASSENKNOTENOGD.3412674,3412674,,MULTIPOINT ((16.35962746706393 48.228903187382436)),Kreuzung auf Althanstraße,,10344992
STRASSENKNOTENOGD.3412675,3412675,,MULTIPOINT ((16.359456498387235 48.22939742570312)),Kreuzung auf Althanstraße,,10344993
STRASSENKNOTENOGD.3412676,3412676,,MULTIPOINT ((16.353247775749573 48.231329171937794)),Kreuzung auf Währinger Gürtel,,10344994
STRASSENKNOTENOGD.3412677,3412677,,MULTIPOINT ((16.352889419157233 48.23173996049798)),Kreuzung auf Währinger Gürtel,,10344995
STRASSENKNOTENOGD.3412678,3412678,,MULTIPOINT ((16.37104938729887 48.229936961094666)),Kreuzung zwischen Wallensteinplatz und Jägerstraße und Wallensteinstraße,,10344996
STRASSENKNOTENOGD.3412679,3412679,,MULTIPOINT ((16.36835339782354 48.22864989601117)),Kreuzung zwischen Klosterneuburger Straße und Wallensteinstraße und Staudingergasse,,10344997
STRASSENKNOTENOGD.3412680,3412680,,MULTIPOINT ((16.37006195926702 48.226435604052384)),Kreuzung zwischen Gaußplatz und Jägerstraße,,10344998
STRASSENKNOTENOGD.3412681,3412681,,MULTIPOINT ((16.366206169034374 48.22762096805883)),Kreuzung zwischen Brigittenauer Lände und Wallensteinstraße und Friedensbrücke,,10344999
STRASSENKNOTENOGD.3412682,3412682,,MULTIPOINT ((16.36649466477259 48.22541650637655)),Kreuzung zwischen Roßauer Lände und Glasergasse,,10345000
STRASSENKNOTENOGD.3412683,3412683,,MULTIPOINT ((16.368532131879633 48.22543878487095)),Kreuzung zwischen Brigittenauer Lände und Perinetgasse,,10345001
STRASSENKNOTENOGD.3412684,3412684,,MULTIPOINT ((16.36809049743238 48.226093093081595)),Kreuzung zwischen Brigittenauer Lände und Württemberggasse,,10345002
STRASSENKNOTENOGD.3412685,3412685,,MULTIPOINT ((16.366780680622075 48.22719919042376)),Kreuzung zwischen Brigittenauer Lände und Wolfsaugasse,,10345003
STRASSENKNOTENOGD.3412686,3412686,,MULTIPOINT ((16.36590298758105 48.23355858681834)),Kreuzung zwischen Klosterneuburger Straße und Pappenheimgasse,,10345004
STRASSENKNOTENOGD.3412687,3412687,,MULTIPOINT ((16.366871814200582 48.23363990271429)),Kreuzung zwischen Pappenheimgasse und Burghardtgasse,,10345005
STRASSENKNOTENOGD.3412688,3412688,,MULTIPOINT ((16.370201416806072 48.2339238655361)),Kreuzung zwischen Jägerstraße und Pappenheimgasse,,10345006
STRASSENKNOTENOGD.3412689,3412689,,MULTIPOINT ((16.37151058470476 48.23402302734663)),Kreuzung zwischen Pappenheimgasse und Raffaelgasse,,10345007
STRASSENKNOTENOGD.3412690,3412690,,MULTIPOINT ((16.37301074643145 48.23413272240007)),Kreuzung zwischen Pappenheimgasse und Hartlgasse,,10345008
STRASSENKNOTENOGD.3412691,3412691,,MULTIPOINT ((16.37470978226191 48.23424120717554)),Kreuzung zwischen Pappenheimgasse und Dammstraße,,10345009
STRASSENKNOTENOGD.3412692,3412692,,MULTIPOINT ((16.381957633843047 48.23390242679164)),Kreuzung zwischen Universumstraße und Gasteigergasse,,10345010
STRASSENKNOTENOGD.3412693,3412693,,MULTIPOINT ((16.38259344943669 48.234235481335794)),Kreuzung zwischen Dresdner Straße und Gasteigergasse,,10345011
STRASSENKNOTENOGD.3412694,3412694,,MULTIPOINT ((16.366084303496336 48.23267847244158)),Kreuzung zwischen Klosterneuburger Straße und Romanogasse,,10345012
STRASSENKNOTENOGD.3412695,3412695,,MULTIPOINT ((16.367790583196754 48.23286785593635)),Kreuzung zwischen Romanogasse und Unbenannte Verkehrsfläche,,10345013
STRASSENKNOTENOGD.3412696,3412696,,MULTIPOINT ((16.370322936668448 48.23274256080693)),Kreuzung zwischen Brigittaplatz und Jägerstraße,,10345014
STRASSENKNOTENOGD.3412697,3412697,,MULTIPOINT ((16.37179082635715 48.23292788077183)),Kreuzung zwischen Brigittaplatz und Brigittagasse,,10345015
STRASSENKNOTENOGD.3412698,3412698,,MULTIPOINT ((16.373273961279832 48.23309392536511)),Kreuzung zwischen Hartlgasse und Brigittagasse,,10345016
STRASSENKNOTENOGD.3412699,3412699,,MULTIPOINT ((16.3747591158278 48.23327646162431)),Kreuzung zwischen Dammstraße und Brigittagasse,,10345017
STRASSENKNOTENOGD.3412700,3412700,,MULTIPOINT ((16.365835290260335 48.23069996661024)),Kreuzung zwischen Denisgasse und Hirschvogelgasse,,10345018
STRASSENKNOTENOGD.3412701,3412701,,MULTIPOINT ((16.36615322629586 48.230231044115015)),Kreuzung zwischen Denisgasse und Othmargasse,,10345019
STRASSENKNOTENOGD.3412702,3412702,,MULTIPOINT ((16.36709392508871 48.230507335081626)),Kreuzung zwischen Klosterneuburger Straße und Othmargasse,,10345020
STRASSENKNOTENOGD.3412703,3412703,,MULTIPOINT ((16.36794113149496 48.23075729691005)),Kreuzung zwischen Othmargasse und Kluckygasse,,10345021
STRASSENKNOTENOGD.3412704,3412704,,MULTIPOINT ((16.368866915398957 48.231031750956)),Kreuzung zwischen Othmargasse und Hannovergasse,,10345022
STRASSENKNOTENOGD.3412705,3412705,,MULTIPOINT ((16.370624915932183 48.231574200455555)),Kreuzung zwischen Brigittaplatz und Jägerstraße und Othmargasse,,10345023
STRASSENKNOTENOGD.3412706,3412706,,MULTIPOINT ((16.372078247876612 48.23174019930025)),Kreuzung zwischen Brigittaplatz und Raffaelgasse,,10345024
STRASSENKNOTENOGD.3412707,3412707,,MULTIPOINT ((16.373515496511132 48.23219192898925)),Kreuzung zwischen Hartlgasse und Waldmüllergasse,,10345025
STRASSENKNOTENOGD.3412708,3412708,,MULTIPOINT ((16.374801372032458 48.23241282052257)),Kreuzung zwischen Dammstraße und Waldmüllergasse,,10345026
STRASSENKNOTENOGD.3412709,3412709,,MULTIPOINT ((16.375675008011022 48.232617610190886)),Kreuzung zwischen Sachsenplatz und Waldmüllergasse,,10345027
STRASSENKNOTENOGD.3412710,3412710,,MULTIPOINT ((16.376354796981147 48.23277299869458)),Kreuzung zwischen Sachsenplatz und Waldmüllergasse,,10345028
STRASSENKNOTENOGD.3412711,3412711,,MULTIPOINT ((16.37722833724874 48.23297398235855)),Kreuzung zwischen Nordwestbahnstraße und Waldmüllergasse,,10345029
STRASSENKNOTENOGD.3412712,3412712,,MULTIPOINT ((16.3663891265249 48.228857624673196)),Kreuzung zwischen Treustraße und Webergasse,,10345030
STRASSENKNOTENOGD.3412713,3412713,,MULTIPOINT ((16.367076807658755 48.22915000081773)),Kreuzung zwischen Denisgasse und Webergasse,,10345031
STRASSENKNOTENOGD.3412714,3412714,,MULTIPOINT ((16.367809401480947 48.229450440847295)),Kreuzung zwischen Klosterneuburger Straße und Webergasse,,10345032
STRASSENKNOTENOGD.3412715,3412715,,MULTIPOINT ((16.36857524274118 48.22976449688964)),Kreuzung zwischen Webergasse und Kluckygasse,,10345033
STRASSENKNOTENOGD.3412716,3412716,,MULTIPOINT ((16.369356241062153 48.23008627217881)),Kreuzung zwischen Hannovergasse und Webergasse,,10345034
STRASSENKNOTENOGD.3412717,3412717,,MULTIPOINT ((16.37081497797423 48.230849559754226)),Kreuzung zwischen Jägerstraße und Greiseneckergasse,,10345035
STRASSENKNOTENOGD.3412718,3412718,,MULTIPOINT ((16.371580418560992 48.230982678141956)),Kreuzung zwischen Greiseneckergasse und Kaschlgasse,,10345036
STRASSENKNOTENOGD.3412719,3412719,,MULTIPOINT ((16.372243320933105 48.231101631538294)),Kreuzung zwischen Raffaelgasse und Greiseneckergasse,,10345037
STRASSENKNOTENOGD.3412720,3412720,,MULTIPOINT ((16.373720901420604 48.231362592518266)),Kreuzung zwischen Hartlgasse und Greiseneckergasse,,10345038
STRASSENKNOTENOGD.3412721,3412721,,MULTIPOINT ((16.37484879468247 48.231569271904256)),Kreuzung zwischen Dammstraße und Greiseneckergasse,,10345039
STRASSENKNOTENOGD.3412722,3412722,,MULTIPOINT ((16.367275250620736 48.2281349814441)),Kreuzung zwischen Wallensteinstraße und Treustraße,,10345040
STRASSENKNOTENOGD.3412723,3412723,,MULTIPOINT ((16.369070458160248 48.228992628243944)),Kreuzung zwischen Wallensteinstraße und Kluckygasse,,10345041
STRASSENKNOTENOGD.3412724,3412724,,MULTIPOINT ((16.369226974907733 48.229063334500644)),Kreuzung zwischen Wallensteinstraße und Heinzelmanngasse,,10345042
STRASSENKNOTENOGD.3412725,3412725,,MULTIPOINT ((16.369748083797184 48.229321245520076)),Kreuzung zwischen Wallensteinstraße und Hannovergasse,,10345043
STRASSENKNOTENOGD.3412726,3412726,,MULTIPOINT ((16.371450132720984 48.230077216925125)),Kreuzung zwischen Wallensteinplatz und Wallensteinstraße,,10345044
STRASSENKNOTENOGD.3412727,3412727,,MULTIPOINT ((16.37176534658732 48.2301580583353)),Kreuzung zwischen Wallensteinstraße und Kaschlgasse,,10345045
STRASSENKNOTENOGD.3412728,3412728,,MULTIPOINT ((16.372442154655122 48.23032562525)),Kreuzung zwischen Wallensteinstraße und Raffaelgasse,,10345046
STRASSENKNOTENOGD.3412729,3412729,,MULTIPOINT ((16.37308331120938 48.23048245098477)),Kreuzung zwischen Wallensteinstraße und Streffleurgasse,,10345047
STRASSENKNOTENOGD.3412730,3412730,,MULTIPOINT ((16.373890129150183 48.23068320002584)),Kreuzung zwischen Wallensteinstraße und Hartlgasse,,10345048
STRASSENKNOTENOGD.3412731,3412731,,MULTIPOINT ((16.374882157513614 48.23090896491607)),Kreuzung zwischen Wallensteinstraße und Rauscherstraße und Dammstraße,,10345049
STRASSENKNOTENOGD.3412732,3412732,,MULTIPOINT ((16.376417376276375 48.23130814201541)),Kreuzung zwischen Sachsenplatz und Wallensteinstraße,,10345050
STRASSENKNOTENOGD.3412733,3412733,,MULTIPOINT ((16.376670336164217 48.23137233997891)),Kreuzung zwischen Sachsenplatz und Heistergasse,,10345051
STRASSENKNOTENOGD.3412734,3412734,,MULTIPOINT ((16.37708169947206 48.231474491666916)),Kreuzung zwischen Sachsenplatz und Wallensteinstraße,,10345052
STRASSENKNOTENOGD.3412735,3412735,,MULTIPOINT ((16.378191364357164 48.23174536237463)),Kreuzung zwischen Nordwestbahnstraße und Wallensteinstraße,,10345053
STRASSENKNOTENOGD.3412736,3412736,,MULTIPOINT ((16.36780589405558 48.22768630117725)),Kreuzung zwischen Treustraße und Wolfsaugasse,,10345054
STRASSENKNOTENOGD.3412737,3412737,,MULTIPOINT ((16.368717948613778 48.2281203894517)),Kreuzung zwischen Klosterneuburger Straße und Wolfsaugasse,,10345055
STRASSENKNOTENOGD.3412738,3412738,,MULTIPOINT ((16.369025959417286 48.22765209383403)),Kreuzung zwischen Klosterneuburger Straße und Traunfelsgasse,,10345056
STRASSENKNOTENOGD.3412739,3412739,,MULTIPOINT ((16.370563864376063 48.227724151141906)),Kreuzung zwischen Jägerstraße und Traunfelsgasse,,10345057
STRASSENKNOTENOGD.3412740,3412740,,MULTIPOINT ((16.37074862981694 48.228210289940506)),Kreuzung zwischen Jägerstraße und Staudingergasse,,10345058
STRASSENKNOTENOGD.3412741,3412741,,MULTIPOINT ((16.37098014303323 48.22877728278468)),Kreuzung zwischen Jägerstraße und Heinzelmanngasse,,10345059
STRASSENKNOTENOGD.3412742,3412742,,MULTIPOINT ((16.371196094191912 48.22933929133311)),Kreuzung zwischen Wallensteinplatz und Jägerstraße,,10345060
STRASSENKNOTENOGD.3412743,3412743,,MULTIPOINT ((16.37179075452927 48.22949424091024)),Kreuzung zwischen Wallensteinplatz und Bäuerlegasse und Karl-Meißl-Straße,,10345061
STRASSENKNOTENOGD.3412744,3412744,,MULTIPOINT ((16.373452543302694 48.22993163940758)),Kreuzung zwischen Bäuerlegasse und Streffleurgasse,,10345062
STRASSENKNOTENOGD.3412745,3412745,,MULTIPOINT ((16.37576688555006 48.23053031735235)),Kreuzung zwischen Rauscherstraße und Bäuerlegasse,,10345063
STRASSENKNOTENOGD.3412746,3412746,,MULTIPOINT ((16.376979530415145 48.23087296853597)),Kreuzung zwischen Bäuerlegasse und Heistergasse,,10345064
STRASSENKNOTENOGD.3412747,3412747,,MULTIPOINT ((16.372099953942207 48.22789996175594)),Kreuzung auf Wasnergasse,,10345065
STRASSENKNOTENOGD.3412748,3412748,,MULTIPOINT ((16.372322074393384 48.228550070811615)),Kreuzung zwischen Heinzelmanngasse und Petraschgasse,,10345066
STRASSENKNOTENOGD.3412749,3412749,,MULTIPOINT ((16.372586822131595 48.22894920107349)),Kreuzung zwischen Karajangasse und Karl-Meißl-Straße und Petraschgasse,,10345067
STRASSENKNOTENOGD.3412750,3412750,,MULTIPOINT ((16.373853985919613 48.22929376467697)),Kreuzung zwischen Karajangasse und Streffleurgasse,,10345068
STRASSENKNOTENOGD.3412751,3412751,,MULTIPOINT ((16.37575025000634 48.22982239031012)),Kreuzung zwischen Karajangasse und Unterbergergasse,,10345069
STRASSENKNOTENOGD.3412752,3412752,,MULTIPOINT ((16.37667058640831 48.23009067077732)),Kreuzung zwischen Rauscherstraße und Karajangasse,,10345070
STRASSENKNOTENOGD.3412753,3412753,,MULTIPOINT ((16.37346600389167 48.22834272142502)),Kreuzung zwischen Wasnergasse und Karl-Meißl-Straße,,10345071
STRASSENKNOTENOGD.3412754,3412754,,MULTIPOINT ((16.374301236626035 48.228617301491745)),Kreuzung zwischen Wasnergasse und Streffleurgasse,,10345072
STRASSENKNOTENOGD.3412755,3412755,,MULTIPOINT ((16.376171362722932 48.22923052063228)),Kreuzung zwischen Wasnergasse und Unterbergergasse,,10345073
STRASSENKNOTENOGD.3412756,3412756,,MULTIPOINT ((16.37753064916592 48.22967281338402)),Kreuzung zwischen Wasnergasse und Rauscherstraße und Heistergasse und Adolf-Gstöttner-Gasse,,10345074
STRASSENKNOTENOGD.3412757,3412757,,MULTIPOINT ((16.379347412764407 48.23026232270003)),Kreuzung zwischen Nordwestbahnstraße und Adolf-Gstöttner-Gasse,,10345075
STRASSENKNOTENOGD.3412758,3412758,,MULTIPOINT ((16.378335309153666 48.22928967818185)),Kreuzung zwischen Rauscherstraße und Kunzgasse,,10345076
STRASSENKNOTENOGD.3412759,3412759,,MULTIPOINT ((16.37973711927653 48.22975799507929)),Kreuzung zwischen Nordwestbahnstraße und Kunzgasse,,10345077
STRASSENKNOTENOGD.3412760,3412760,,MULTIPOINT ((16.38000637566721 48.228467792053465)),Kreuzung zwischen Rabbiner-Schneerson-Platz und Rauscherstraße,,10345078
STRASSENKNOTENOGD.3412761,3412761,,MULTIPOINT ((16.380282894395243 48.22805821463268)),Kreuzung zwischen Rabbiner-Schneerson-Platz und Lampigasse,,10345079
STRASSENKNOTENOGD.3412762,3412762,,MULTIPOINT ((16.380489145330873 48.22823202754465)),Kreuzung zwischen Rabbiner-Schneerson-Platz und Rauscherstraße,,10345080
STRASSENKNOTENOGD.3412763,3412763,,MULTIPOINT ((16.380790448298196 48.22839582525808)),Kreuzung zwischen Rabbiner-Schneerson-Platz und Nordwestbahnstraße,,10345081
STRASSENKNOTENOGD.3412764,3412764,,MULTIPOINT ((16.38118542188851 48.22793336550332)),Kreuzung zwischen Rabbiner-Schneerson-Platz und Nordwestbahnstraße,,10345082
STRASSENKNOTENOGD.3412765,3412765,,MULTIPOINT ((16.36975472725515 48.2256570106864)),Kreuzung zwischen Gaußplatz und Obere Donaustraße,,10345083
STRASSENKNOTENOGD.3412766,3412766,,MULTIPOINT ((16.369374976583916 48.22572871502064)),Kreuzung zwischen Gaußplatz und Perinetgasse,,10345084
STRASSENKNOTENOGD.3412767,3412767,,MULTIPOINT ((16.36888654227187 48.22635816820781)),Kreuzung zwischen Gaußplatz und Württemberggasse,,10345085
STRASSENKNOTENOGD.3412768,3412768,,MULTIPOINT ((16.369017880912807 48.22669607775567)),Kreuzung zwischen Gaußplatz und Treustraße,,10345086
STRASSENKNOTENOGD.3412769,3412769,,MULTIPOINT ((16.369581491044766 48.22686130533958)),Kreuzung zwischen Gaußplatz und Klosterneuburger Straße,,10345087
STRASSENKNOTENOGD.3412770,3412770,,MULTIPOINT ((16.370390259368758 48.225837038557586)),Kreuzung zwischen Gaußplatz und Obere Augartenstraße,,10345088
STRASSENKNOTENOGD.3412771,3412771,,MULTIPOINT ((16.370230851617386 48.22630908733068)),Kreuzung zwischen Gaußplatz und Wasnergasse,,10345089
STRASSENKNOTENOGD.3412772,3412772,,MULTIPOINT ((16.370091511205395 48.226123643992416)),Kreuzung auf Gaußplatz,,10345090
STRASSENKNOTENOGD.3412773,3412773,,MULTIPOINT ((16.36988247398085 48.22612454910712)),Kreuzung auf Gaußplatz,,10345091
STRASSENKNOTENOGD.3412774,3412774,,MULTIPOINT ((16.36987647102658 48.22642933552983)),Kreuzung auf Gaußplatz,,10345092
STRASSENKNOTENOGD.3412775,3412775,,MULTIPOINT ((16.38162553491133 48.226325167487964)),Kreuzung zwischen Lampigasse und Nordpolstraße,,10345093
STRASSENKNOTENOGD.3412776,3412776,,MULTIPOINT ((16.38222944868864 48.226602591728174)),Kreuzung zwischen Nordwestbahnstraße und Nordpolstraße,,10345094
STRASSENKNOTENOGD.3412777,3412777,,MULTIPOINT ((16.366292065414015 48.23171488317892)),Kreuzung zwischen Klosterneuburger Straße und Gerhardusgasse,,10345095
STRASSENKNOTENOGD.3412778,3412778,,MULTIPOINT ((16.36827170101498 48.232355743317136)),Kreuzung zwischen Gerhardusgasse und Hannovergasse und Unbenannte Verkehrsfläche,,10345096
STRASSENKNOTENOGD.3412779,3412779,,MULTIPOINT ((16.370295983235472 48.23285266514451)),Kreuzung zwischen Jägerstraße und Unbenannte Verkehrsfläche,,10345097
STRASSENKNOTENOGD.3412780,3412780,,MULTIPOINT ((16.368911549032784 48.23258531059401)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10345098
STRASSENKNOTENOGD.3412781,3412781,,MULTIPOINT ((16.368812736653275 48.23380419530505)),Kreuzung zwischen Pappenheimgasse und Unbenannte Verkehrsfläche,,10345099
STRASSENKNOTENOGD.3412782,3412782,,MULTIPOINT ((16.382044490125484 48.22683873700128)),Kreuzung auf Nordwestbahnstraße,,10345100
STRASSENKNOTENOGD.3412783,3412783,,MULTIPOINT ((16.376015695838426 48.2327018035931)),Kreuzung zwischen Sachsenplatz und Adolf-Schmidl-Gasse,,10345101
STRASSENKNOTENOGD.3412784,3412784,,MULTIPOINT ((16.376502261350158 48.233875595492115)),Kreuzung zwischen Nordwestbahnstraße und Brigittagasse,,10345102
STRASSENKNOTENOGD.3412785,3412785,,MULTIPOINT ((16.38162525625839 48.233722062966486)),Beginn Gasteigergasse,,10345103
STRASSENKNOTENOGD.3412786,3412786,,MULTIPOINT ((16.375580451781616 48.233555463277234)),Kreuzung zwischen Brigittagasse und Adolf-Schmidl-Gasse,,10345104
STRASSENKNOTENOGD.3412787,3412787,,MULTIPOINT ((16.36858304460052 48.23378641519708)),Kreuzung zwischen Pappenheimgasse und Unbenannte Verkehrsfläche,,10345105
STRASSENKNOTENOGD.3412788,3412788,,MULTIPOINT ((16.373604305568975 48.23183140025828)),Kreuzung auf Hartlgasse,,10345106
STRASSENKNOTENOGD.3412789,3412789,,MULTIPOINT ((16.376573373788375 48.2293639431462)),Kreuzung auf Wasnergasse,,10345107
STRASSENKNOTENOGD.3412790,3412790,,MULTIPOINT ((16.38062928675872 48.22759296503467)),Kreuzung auf Lampigasse,,10345108
STRASSENKNOTENOGD.3412791,3412791,,MULTIPOINT ((16.370590494211662 48.22651132691213)),Kreuzung auf Wasnergasse,,10345109
STRASSENKNOTENOGD.3412792,3412792,,MULTIPOINT ((16.36625043314816 48.227253571178785)),Kreuzung auf Anton-Schmid-Promenade,,10345110
STRASSENKNOTENOGD.3412793,3412793,,MULTIPOINT ((16.368310575472858 48.23263445093475)),Kreuzung zwischen Hannovergasse und Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10345111
STRASSENKNOTENOGD.3412794,3412794,,MULTIPOINT ((16.368260044772352 48.22532764060841)),Kreuzung zwischen Anton-Schmid-Promenade und Unbenannte Verkehrsfläche,,10345112
STRASSENKNOTENOGD.3412795,3412795,,MULTIPOINT ((16.371734609004395 48.233144436905945)),Kreuzung zwischen Brigittaplatz und Raffaelgasse,,10345113
STRASSENKNOTENOGD.3412796,3412796,,MULTIPOINT ((16.383455214767718 48.2334746441002)),Kreuzung zwischen Dresdner Straße und Traisengasse,,10345114
STRASSENKNOTENOGD.3412797,3412797,,MULTIPOINT ((16.38842173753473 48.2279230653773)),Kreuzung zwischen Taborstraße und Nordbahnstraße und Rebhanngasse,,10345115
STRASSENKNOTENOGD.3412798,3412798,,MULTIPOINT ((16.396162093722943 48.23271532257016)),Kreuzung zwischen Handelskai und Holubstraße,,10345116
STRASSENKNOTENOGD.3412799,3412799,,MULTIPOINT ((16.397853862152928 48.23132575259622)),Kreuzung zwischen Handelskai und Weschelstraße,,10345117
STRASSENKNOTENOGD.3412800,3412800,,MULTIPOINT ((16.386394945105316 48.23343517553936)),Kreuzung zwischen Mortaraplatz und Pasettistraße,,10345118
STRASSENKNOTENOGD.3412801,3412801,,MULTIPOINT ((16.38704623765895 48.233762015911175)),Kreuzung zwischen Mortaraplatz und Ospelgasse,,10345119
STRASSENKNOTENOGD.3412802,3412802,,MULTIPOINT ((16.38771227064209 48.234098401217146)),Kreuzung zwischen Mortaraplatz und Leystraße,,10345120
