,coefs
0001,0.1306099620059267
0002,0.2092198205475302
0003,0.03
0004,0.1096248352202836
0005,0.2112063587385306
0006,0.18265508864352412
0007,0.09391506604623562
0008,0.14397473075342818
0009,0.07624820084055399
0010,0.05797444389726298
0011,0.18133643796967475
0012,0.14997710466590303
0013,0.06914358984966933
0014,0.17943480928412875
0015,0.24881414750521139
0016,0.17961311009791606
0017,0.12400109158667158
0018,0.0885429886074321
0019,0.1949182826967539
0020,0.23790040471247995
0021,0.13334686209737584
0022,0.15092811916337368
0023,0.13524787620819193
0024,0.18939189813329105
0025,0.10776439209236954
0026,0.18984866324552607
0027,0.19370033285526841
0028,0.1445276995457453
0029,0.17788933149811187
0030,0.08806847504362415
0031,0.03
0032,0.14101427405392666
0033,0.18541977809211532
0034,0.18026062660488823
0035,0.09751503535012941
0036,0.12449020915428492
0037,0.11906917664971517
0038,0.16131367773311545
0039,0.09762051924880313
0040,0.25925013034718697
0041,0.13369489301702336
0042,0.18945205532171064
0043,0.11721567825557777
0044,0.1411267213697711
0045,0.25127434187243036
0046,0.09288129303718169
0047,0.20118834807364464
0048,0.1041327024287075
0049,0.2050258890922313
0050,0.1943792156638594
0051,0.08633248066699867
0052,0.20379640637645263
0053,0.23898674087601063
0054,0.2563298408366538
0055,0.1120115869979949
0056,0.03
0057,0.15935016015639092
0058,0.15682365767694
0059,0.178711585490973
0060,0.2255065426808749
0061,0.130023301461145
0062,0.07771751462512407
0063,0.27133932342815187
0064,0.10116991359124072
0065,0.11833420197335885
0066,0.13386828439179724
0067,0.1745763808603631
0068,0.12325769084297006
0069,0.08622373759064626
0070,0.06259227352496816
0071,0.16632737038443937
0072,0.12055726428738539
0073,0.1660673750141391
0074,0.09821745580799147
0075,0.1518437049463703
0076,0.18731913893448018
0077,0.15439182173260557
0078,0.031988715224753446
0079,0.11038538082293536
0080,0.1182380291130809
0081,0.19725259942419235
0082,0.11472089763344809
0083,0.1444027353986563
0084,0.08843400936240195
0085,0.19928929202927095
0086,0.19633398644128516
0087,0.1284891426191534
0088,0.1079682801525093
0089,0.06487276516939634
0090,0.11790177724052892
0091,0.21073791309085382
0092,0.09147390015165088
0093,0.10157514947924126
0094,0.18213262297683996
0095,0.1689166248214392
0096,0.27402678253683405
0097,0.1363874180834316
0098,0.15075807248917084
0099,0.1363680908999839
0100,0.2131184641109579
0101,0.09705418419181011
0102,0.08777286643644927
0103,0.1287451239986666
0104,0.15068418535684452
0105,0.14997374334645766
0106,0.13908363906132107
0107,0.20811306636602955
0108,0.12011986035810146
0109,0.13680507742740497
0110,0.21041422115061129
0111,0.11248215721431937
0112,0.16056287428614227
0113,0.24296893820288865
0114,0.22157340715222992
0115,0.147980630283426
0116,0.21755786601383723
0117,0.21474389573034333
0118,0.2273202593863879
0119,0.20272804607788492
0120,0.13335147513684537
0121,0.31038826135212644
0122,0.13065727940675634
0123,0.13955308277442977
0124,0.21956981129222272
0125,0.11721374699072176
0126,0.23530984482663847
0127,0.15099615301713706
0128,0.09246878142775146
0129,0.13746045906804324
0130,0.2187681466136587
0131,0.1114867065221
0132,0.24622068156307356
0133,0.20485663948402255
0134,0.20362737586279003
0135,0.10778369781109998
0136,0.1255707890666974
0137,0.19224145030103443
0138,0.19720023259661723
0139,0.2179515742256722
0140,0.10137521904264747
0141,0.1816109776949699
0142,0.13645813121924077
0143,0.2357691442831215
0144,0.16329705899666663
0145,0.17675801159935156
0146,0.0956894677102178
0147,0.10981916485859261
0148,0.09758569752856278
0149,0.14782536506821428
0150,0.13731221819096207
0151,0.03
0152,0.14845928009794998
0153,0.03
0154,0.23973208031550355
0155,0.2535015279293985
0156,0.08659444579810256
0157,0.1856257149659274
0158,0.2604179280589519
0159,0.25009858960700876
0160,0.03
0161,0.08454723606222665
0162,0.10011405429383177
0163,0.22271028795288386
0164,0.14980835561939132
0165,0.13583996626953274
0166,0.24122259913192742
0167,0.12090351412594642
0168,0.20251525143593754
0169,0.15433505785899704
0170,0.043826146861206935
0171,0.1503536910955025
0172,0.16993529292618584
0173,0.22105882186280126
0174,0.033015455562782584
0175,0.045737660169049094
0176,0.1775205387054397
0177,0.12689095362331368
0178,0.19434554671731633
0179,0.2501108590261118
0180,0.11943539111807515
0181,0.2333577151962347
0182,0.12313473873265335
0183,0.21226151719305866
0184,0.03
0185,0.1194554380706009
0186,0.22096640446332244
0187,0.09478305197505493
0188,0.20011455612089785
0189,0.2703196193882895
0190,0.0701640114291431
0191,0.08496468134694071
0192,0.17437836503728216
0193,0.21308202836247978
0194,0.25403768908842206
0195,0.060573466215462314
0196,0.2211360401248692
0197,0.040585751844136944
0198,0.16776894893000463
0199,0.212634904965649
0200,0.17766752147729054
0201,0.1423161840222322
0202,0.2423127096548388
0203,0.10786269570648958
0204,0.2895201357372736
0205,0.07785798855366383
0206,0.15043326073012345
0207,0.20540501274897277
0208,0.24381694953675043
0209,0.12533300474126097
0210,0.17406418435622822
0211,0.15953620985595363
0212,0.16436614650770026
0213,0.0865892853176721
0214,0.14001235368905462
0215,0.24704619977217956
0216,0.14268462664515913
0217,0.19519354534902444
0218,0.14354009344350696
0219,0.19642922111902225
0220,0.1384828217970477
0221,0.20258001261057698
0222,0.03
0223,0.12844832028668599
0224,0.1543293725556983
0225,0.10712931712300237
0226,0.21479338588851993
0227,0.17644513663989972
0228,0.25140001250302174
0229,0.19324519389863923
0230,0.147955520839308
0231,0.21509221663404943
0232,0.20032520519475205
0233,0.15878293845518296
0234,0.049649936777352924
0235,0.12104578195009169
0236,0.18393020123287704
0237,0.03
0238,0.1699230736783687
0239,0.22323667286491927
0240,0.03624183602961467
0241,0.15343619866490046
0242,0.1657829884320815
0243,0.06176199048520322
0244,0.09296555208901533
0245,0.17820931394732578
0246,0.12064928953334411
0247,0.12952000794919363
0248,0.15614439458361395
0249,0.10176998144845345
0250,0.15496981497543416
0251,0.12449073800671231
0252,0.10883304195734331
0253,0.03
0254,0.13710653878038523
0255,0.15985976731230375
0256,0.2044653397456229
0257,0.038068032346569323
0258,0.16331214651721726
0259,0.24344129859282104
0260,0.1233716781128981
0261,0.1738955422870469
0262,0.1689000332464033
0263,0.12216561614745824
0264,0.1813776325848727
0265,0.1550582857210332
0266,0.09996269739069095
0267,0.2267636910590581
0268,0.09346866122313631
0269,0.14832349407812753
